;Fabricante;Modelo;Ano;Tipo de Combustivel;Motor HP;Nº de Cilindros;Tipo Transmissão;Tração;Nº de Portas;Categoria de Mercado;Tamanho Veículo;Estilo Veículo;KM/L Estrada;KM/L Cidade;Popularidade;Preço Sugerido Fabricante
1375;Audi;allroad quattro;2005;Gasolina Comum;250.0;6.0;MANUAL;tracao em todas as rodas;4.0;Crossover,Luxury,Performance;Medio;Perua;8.93;5.95;3105;197758.93
1376;Audi;allroad quattro;2005;Gasolina Comum;300.0;8.0;Automático;tracao em todas as rodas;4.0;Crossover,Luxury,Performance;Medio;Perua;8.08;5.95;3105;232151.79
1377;Audi;allroad quattro;2005;Gasolina Comum;250.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover,Luxury,Performance;Medio;Perua;8.5;6.38;3105;197758.93
1378;Audi;allroad;2014;Gasolina Premium Recomendada;220.0;4.0;Automático;tracao em todas as rodas;4.0;Luxury;Medio;Perua;11.48;8.5;3105;199969.9
1379;Audi;allroad;2014;Gasolina Premium Recomendada;220.0;4.0;Automático;tracao em todas as rodas;4.0;Luxury;Medio;Perua;11.48;8.5;3105;212744.39
1380;Audi;allroad;2014;Gasolina Premium Recomendada;220.0;4.0;Automático;tracao em todas as rodas;4.0;Luxury;Medio;Perua;11.48;8.5;3105;241732.65
1381;Audi;allroad;2015;Gasolina Premium Recomendada;220.0;4.0;Automático;tracao em todas as rodas;4.0;Luxury;Medio;Perua;11.9;8.93;3105;218640.31
1382;Audi;allroad;2015;Gasolina Premium Recomendada;220.0;4.0;Automático;tracao em todas as rodas;4.0;Luxury;Medio;Perua;11.9;8.93;3105;208322.45
1383;Audi;allroad;2015;Gasolina Premium Recomendada;220.0;4.0;Automático;tracao em todas as rodas;4.0;Luxury;Medio;Perua;11.9;8.93;3105;244680.61
1384;Audi;allroad;2016;Gasolina Premium Recomendada;220.0;4.0;Automático;tracao em todas as rodas;4.0;Luxury;Medio;Perua;11.9;8.93;3105;209796.43
1385;Audi;allroad;2016;Gasolina Premium Recomendada;220.0;4.0;Automático;tracao em todas as rodas;4.0;Luxury;Medio;Perua;11.9;8.93;3105;220114.29
1386;BMW;ALPINA B6 Gran Coupe;2015;Gasolina Premium Obrigatoria;540.0;8.0;Automático;tracao em todas as rodas;4.0;Factory Tuner,Luxury,High-Performance;Grande;Sedã;10.2;6.8;3916;576326.02
1387;BMW;ALPINA B6 Gran Coupe;2016;Gasolina Premium Obrigatoria;600.0;8.0;Automático;tracao em todas as rodas;4.0;Factory Tuner,Luxury,High-Performance;Grande;Sedã;10.2;6.38;3916;600401.02
1388;BMW;ALPINA B6 Gran Coupe;2017;Gasolina Premium Obrigatoria;600.0;8.0;Automático;tracao em todas as rodas;4.0;Factory Tuner,Luxury,High-Performance;Grande;Sedã;10.2;6.38;3916;601875.0
1389;BMW;ALPINA B7;2014;Gasolina Premium Obrigatoria;540.0;8.0;Automático;tracao em todas as rodas;4.0;Factory Tuner,Luxury,High-Performance;Grande;Sedã;10.2;6.8;3916;664273.47
1390;BMW;ALPINA B7;2014;Gasolina Premium Obrigatoria;540.0;8.0;Automático;tracao traseira;4.0;Factory Tuner,Luxury,High-Performance;Grande;Sedã;10.63;6.8;3916;649533.67
1391;BMW;ALPINA B7;2014;Gasolina Premium Obrigatoria;540.0;8.0;Automático;tracao em todas as rodas;4.0;Factory Tuner,Luxury,High-Performance;Grande;Sedã;10.2;6.8;3916;645111.73
1392;BMW;ALPINA B7;2014;Gasolina Premium Obrigatoria;540.0;8.0;Automático;tracao traseira;4.0;Factory Tuner,Luxury,High-Performance;Grande;Sedã;10.63;6.8;3916;630371.94
1393;BMW;ALPINA B7;2015;Gasolina Premium Obrigatoria;540.0;8.0;Automático;tracao traseira;4.0;Factory Tuner,Luxury,High-Performance;Grande;Sedã;10.63;6.8;3916;649533.67
1394;BMW;ALPINA B7;2015;Gasolina Premium Obrigatoria;540.0;8.0;Automático;tracao em todas as rodas;4.0;Factory Tuner,Luxury,High-Performance;Grande;Sedã;10.2;6.8;3916;645111.73
1395;BMW;ALPINA B7;2015;Gasolina Premium Obrigatoria;540.0;8.0;Automático;tracao em todas as rodas;4.0;Factory Tuner,Luxury,High-Performance;Grande;Sedã;10.2;6.8;3916;664273.47
1396;BMW;ALPINA B7;2015;Gasolina Premium Obrigatoria;540.0;8.0;Automático;tracao traseira;4.0;Factory Tuner,Luxury,High-Performance;Grande;Sedã;10.63;6.8;3916;630371.94
1397;BMW;ALPINA B7;2017;Gasolina Premium Obrigatoria;600.0;8.0;Automático;tracao em todas as rodas;4.0;Factory Tuner,Luxury,High-Performance;Grande;Sedã;10.2;6.8;3916;673117.35
1398;BMW;Alpina;2003;Gasolina Premium Obrigatoria;375.0;8.0;Automático;tracao traseira;2.0;Exotic,Factory Tuner,Luxury,High-Performance;Pequeno;Conversível;8.08;5.53;3916;672626.02
1399;Nissan;Altima Hybrid;2009;Gasolina Comum;198.0;4.0;Automático;tracao dianteira;4.0;Hybrid;Medio;Sedã;14.03;14.88;2009;130938.52
1400;Nissan;Altima Hybrid;2010;Gasolina Comum;158.0;4.0;Automático;tracao dianteira;4.0;Hybrid;Medio;Sedã;14.03;14.88;2009;131577.24
1401;Nissan;Altima Hybrid;2011;Gasolina Comum;198.0;4.0;Automático;tracao dianteira;4.0;Hybrid;Medio;Sedã;14.03;14.03;2009;131675.51
1402;Nissan;Altima;2015;Gasolina Comum;182.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;16.16;11.48;2009;110843.27
1403;Nissan;Altima;2015;Gasolina Comum;182.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;16.16;11.48;2009;138308.42
1404;Nissan;Altima;2015;Gasolina Comum;270.0;6.0;Automático;tracao dianteira;4.0;Performance;Medio;Sedã;13.6;9.35;2009;156978.83
1405;Nissan;Altima;2015;Gasolina Comum;182.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;16.16;11.48;2009;109565.82
1406;Nissan;Altima;2015;Gasolina Comum;270.0;6.0;Automático;tracao dianteira;4.0;Performance;Medio;Sedã;13.6;9.35;2009;146562.7
1407;Nissan;Altima;2015;Gasolina Comum;270.0;6.0;Automático;tracao dianteira;4.0;Performance;Medio;Sedã;13.6;9.35;2009;158944.13
1408;Nissan;Altima;2015;Gasolina Comum;270.0;6.0;Automático;tracao dianteira;4.0;Performance;Medio;Sedã;13.6;9.35;2009;129955.87
1409;Nissan;Altima;2015;Gasolina Comum;182.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;16.16;11.48;2009;121455.92
1410;Nissan;Altima;2016;Gasolina Comum;270.0;6.0;Automático;tracao dianteira;4.0;Performance;Medio;Sedã;13.6;9.35;2009;157666.68
1411;Nissan;Altima;2016;Gasolina Comum;270.0;6.0;Automático;tracao dianteira;4.0;Performance;Medio;Sedã;13.6;9.35;2009;134574.34
1412;Nissan;Altima;2016;Gasolina Comum;182.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;16.58;11.48;2009;110548.47
1413;Nissan;Altima;2016;Gasolina Comum;182.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;16.58;11.48;2009;112513.78
1414;Nissan;Altima;2016;Gasolina Comum;182.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;15.73;11.48;2009;120227.6
1415;Nissan;Altima;2016;Gasolina Comum;182.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;16.58;11.48;2009;125091.73
1416;Nissan;Altima;2016;Gasolina Comum;182.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;16.58;11.48;2009;140371.99
1417;Nissan;Altima;2016;Gasolina Comum;270.0;6.0;Automático;tracao dianteira;4.0;Performance;Medio;Sedã;13.6;9.35;2009;137522.3
1418;Nissan;Altima;2016;Gasolina Comum;270.0;6.0;Automático;tracao dianteira;4.0;Performance;Medio;Sedã;13.6;9.35;2009;160614.64
1419;Nissan;Altima;2017;Gasolina Comum;179.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;16.58;11.48;2009;125091.73
1420;Nissan;Altima;2017;Gasolina Comum;179.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;16.58;11.48;2009;110548.47
1421;Nissan;Altima;2017;Gasolina Comum;270.0;6.0;Automático;tracao dianteira;4.0;Performance;Medio;Sedã;13.6;9.35;2009;160614.64
1422;Nissan;Altima;2017;Gasolina Comum;179.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;16.58;11.48;2009;112513.78
1423;Nissan;Altima;2017;Gasolina Comum;270.0;6.0;Automático;tracao dianteira;4.0;Performance;Medio;Sedã;13.6;9.35;2009;137522.3
1424;Nissan;Altima;2017;Gasolina Comum;179.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;15.73;11.05;2009;120227.6
1425;Nissan;Altima;2017;Gasolina Comum;179.0;4.0;Automático;tracao dianteira;4.0;;Medio;Sedã;16.58;11.48;2009;140371.99
1426;Kia;Amanti;2007;Gasolina Comum;264.0;6.0;Automático;tracao dianteira;4.0;;Medio;Sedã;10.2;7.23;1720;125263.7
1427;Kia;Amanti;2008;Gasolina Comum;264.0;6.0;Automático;tracao dianteira;4.0;;Medio;Sedã;10.2;7.23;1720;125263.7
1428;Kia;Amanti;2009;Gasolina Comum;264.0;6.0;Automático;tracao dianteira;4.0;;Medio;Sedã;10.2;7.23;1720;127965.99
1429;Mercedes-Benz;AMG GT;2016;Gasolina Premium Obrigatoria;503.0;8.0;Automático e Manual;tracao traseira;2.0;Exotic,Factory Tuner,Luxury,High-Performance;Pequeno;Cupê;9.35;6.8;617;638233.16
1430;Mercedes-Benz;AMG GT;2017;Gasolina Premium Obrigatoria;503.0;8.0;Automático;tracao traseira;2.0;Exotic,Factory Tuner,Luxury,High-Performance;Pequeno;Cupê;9.35;6.8;617;644620.41
1431;Mercedes-Benz;AMG GT;2017;Gasolina Premium Obrigatoria;456.0;8.0;Automático;tracao traseira;2.0;Exotic,Factory Tuner,Luxury,High-Performance;Pequeno;Cupê;9.35;6.8;617;546355.1
1432;Nissan;Armada;2014;Gasolina Comum;317.0;8.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;SUV de 4 portas;8.08;5.53;2009;184689.64
1433;Nissan;Armada;2014;Gasolina Comum;317.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;SUV de 4 portas;7.65;5.1;2009;259715.2
1434;Nissan;Armada;2014;Gasolina Comum;317.0;8.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;SUV de 4 portas;8.08;5.53;2009;209698.16
1435;Nissan;Armada;2014;Gasolina Comum;317.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;SUV de 4 portas;7.65;5.1;2009;223946.63
1436;Nissan;Armada;2014;Gasolina Comum;317.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;SUV de 4 portas;7.65;5.1;2009;210729.95
1437;Nissan;Armada;2014;Gasolina Comum;317.0;8.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;SUV de 4 portas;8.08;5.53;2009;245466.73
1438;Nissan;Armada;2015;Gasolina Comum;317.0;8.0;Automático;tracao traseira;4.0;;Grande;SUV de 4 portas;8.08;5.53;2009;249495.61
1439;Nissan;Armada;2015;Gasolina Comum;317.0;8.0;Automático;tracao nas 4 rodas;4.0;;Grande;SUV de 4 portas;7.65;5.1;2009;263744.08
1440;Nissan;Armada;2015;Gasolina Comum;317.0;8.0;Automático;tracao nas 4 rodas;4.0;;Grande;SUV de 4 portas;7.65;5.1;2009;215250.15
1441;Nissan;Armada;2015;Gasolina Comum;317.0;8.0;Automático;tracao nas 4 rodas;4.0;;Grande;SUV de 4 portas;7.65;5.1;2009;228466.84
1442;Nissan;Armada;2015;Gasolina Comum;317.0;8.0;Automático;tracao traseira;4.0;;Grande;SUV de 4 portas;8.08;5.53;2009;245073.67
1443;Nissan;Armada;2015;Gasolina Comum;317.0;8.0;Automático;tracao traseira;4.0;;Grande;SUV de 4 portas;8.08;5.53;2009;214218.37
1444;Nissan;Armada;2015;Gasolina Comum;317.0;8.0;Automático;tracao traseira;4.0;;Grande;SUV de 4 portas;8.08;5.53;2009;189209.85
1445;Nissan;Armada;2015;Gasolina Comum;317.0;8.0;Automático;tracao nas 4 rodas;4.0;;Grande;SUV de 4 portas;7.65;5.1;2009;259322.14
1446;Nissan;Armada;2017;Gasolina Comum;390.0;8.0;Automático;tracao traseira;4.0;;Grande;SUV de 4 portas;8.08;5.95;2009;243943.62
1447;Nissan;Armada;2017;Gasolina Comum;390.0;8.0;Automático;tracao traseira;4.0;;Grande;SUV de 4 portas;8.08;5.95;2009;282954.95
1448;Nissan;Armada;2017;Gasolina Comum;390.0;8.0;Automático;tracao nas 4 rodas;4.0;;Grande;SUV de 4 portas;7.65;5.53;2009;297203.42
1449;Nissan;Armada;2017;Gasolina Comum;390.0;8.0;Automático;tracao nas 4 rodas;4.0;;Grande;SUV de 4 portas;7.65;5.53;2009;258192.09
1450;Nissan;Armada;2017;Gasolina Comum;390.0;8.0;Automático;tracao traseira;4.0;;Grande;SUV de 4 portas;8.08;5.95;2009;220605.61
1451;Nissan;Armada;2017;Gasolina Comum;390.0;8.0;Automático;tracao nas 4 rodas;4.0;;Grande;SUV de 4 portas;7.65;5.53;2009;234854.08
1452;Bentley;Arnage;2007;Gasolina Premium Obrigatoria;450.0;8.0;Automático;tracao traseira;4.0;Exotic,Luxury,Performance;Grande;Sedã;6.38;4.25;520;1090695.77
1453;Bentley;Arnage;2007;Gasolina Premium Obrigatoria;500.0;8.0;Automático;tracao traseira;4.0;Exotic,Factory Tuner,Luxury,High-Performance;Grande;Sedã;6.38;4.25;520;1193874.34
1454;Bentley;Arnage;2007;Gasolina Premium Obrigatoria;450.0;8.0;Automático;tracao traseira;4.0;Exotic,Luxury,Performance;Grande;Sedã;5.95;4.25;520;1297052.91
1455;Bentley;Arnage;2008;Gasolina Premium Obrigatoria;450.0;8.0;Automático;tracao traseira;4.0;Exotic,Luxury,Performance;Grande;Sedã;6.38;3.83;520;1297052.91
1456;Bentley;Arnage;2008;Gasolina Premium Obrigatoria;500.0;8.0;Automático;tracao traseira;4.0;Exotic,Factory Tuner,Luxury,High-Performance;Grande;Sedã;6.38;4.25;520;1193874.34
1457;Bentley;Arnage;2008;Gasolina Premium Obrigatoria;450.0;8.0;Automático;tracao traseira;4.0;Exotic,Luxury,Performance;Grande;Sedã;6.38;4.25;520;1090695.77
1458;Bentley;Arnage;2009;Gasolina Premium Obrigatoria;500.0;8.0;Automático;tracao traseira;4.0;Exotic,Factory Tuner,Luxury,High-Performance;Grande;Sedã;5.95;4.25;520;1331445.77
1459;Bentley;Arnage;2009;Gasolina Premium Obrigatoria;450.0;8.0;Automático;tracao traseira;4.0;Exotic,Luxury,Performance;Grande;Sedã;5.95;4.25;520;1105435.56
1460;Bentley;Arnage;2009;Gasolina Premium Obrigatoria;500.0;8.0;Automático;tracao traseira;4.0;Exotic,Factory Tuner,Luxury,High-Performance;Grande;Sedã;5.95;4.25;520;1213527.4
1461;Bentley;Arnage;2009;Gasolina Premium Obrigatoria;450.0;8.0;Automático;tracao traseira;4.0;Exotic,Luxury,Performance;Grande;Sedã;6.38;3.83;520;1316705.97
1462;Chrysler;Aspen;2007;Gasolina Comum;235.0;8.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;SUV de 4 portas;7.23;5.53;1013;151991.86
1463;Chrysler;Aspen;2007;Gasolina Comum;235.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;SUV de 4 portas;7.23;5.1;1013;166117.5
1464;Chrysler;Aspen;2008;Gasolina Comum;302.0;8.0;Automático;tracao traseira;4.0;;Grande;SUV de 4 portas;8.08;5.95;1013;161670.99
1465;Chrysler;Aspen;2008;Gasolina Comum;302.0;8.0;Automático;tracao nas 4 rodas;4.0;;Grande;SUV de 4 portas;7.23;5.53;1013;175796.63
1466;Chrysler;Aspen;2009;Gasolina Comum;385.0;8.0;Automático;tracao nas 4 rodas;4.0;Hybrid;Grande;SUV de 4 portas;9.35;8.5;1013;222423.52
1467;Chrysler;Aspen;2009;Gasolina Comum;303.0;8.0;Automático;tracao nas 4 rodas;4.0;Performance;Grande;SUV de 4 portas;7.65;5.53;1013;182355.84
1468;Chrysler;Aspen;2009;Gasolina Comum;303.0;8.0;Automático;tracao traseira;4.0;Performance;Grande;SUV de 4 portas;8.08;5.95;1013;170637.7
1469;Ford;Aspire;1995;Gasolina Comum;63.0;4.0;MANUAL;tracao dianteira;2.0;Hatchback;Pequeno;Hatchback de 2 portas;16.16;13.18;5657;9826.53
1470;Ford;Aspire;1995;Gasolina Comum;63.0;4.0;MANUAL;tracao dianteira;2.0;Hatchback;Pequeno;Hatchback de 2 portas;16.16;13.18;5657;9826.53
1471;Ford;Aspire;1995;Gasolina Comum;63.0;4.0;MANUAL;tracao dianteira;4.0;Hatchback;Pequeno;Hatchback de 4 portas;16.16;13.18;5657;9826.53
1472;Ford;Aspire;1996;Gasolina Comum;63.0;4.0;MANUAL;tracao dianteira;4.0;Hatchback;Pequeno;Hatchback de 4 portas;16.16;12.33;5657;9826.53
1473;Ford;Aspire;1996;Gasolina Comum;63.0;4.0;MANUAL;tracao dianteira;2.0;Hatchback;Pequeno;Hatchback de 2 portas;16.16;12.33;5657;9826.53
1474;Ford;Aspire;1997;Gasolina Comum;63.0;4.0;MANUAL;tracao dianteira;2.0;Hatchback;Pequeno;Hatchback de 2 portas;16.16;12.33;5657;9826.53
1475;Ford;Aspire;1997;Gasolina Comum;63.0;4.0;MANUAL;tracao dianteira;4.0;Hatchback;Pequeno;Hatchback de 4 portas;16.16;12.33;5657;9826.53
1476;Chevrolet;Astro Cargo;2003;Gasolina Comum;190.0;6.0;Automático;tracao traseira;3.0;;Grande;Minivan de Carga;8.93;6.38;1385;108337.5
1477;Chevrolet;Astro Cargo;2003;Gasolina Comum;190.0;6.0;Automático;tracao em todas as rodas;3.0;;Grande;Minivan de Carga;7.65;5.95;1385;120129.34
1478;Chevrolet;Astro Cargo;2004;Gasolina Comum;190.0;6.0;Automático;tracao em todas as rodas;3.0;;Grande;Minivan de Carga;7.65;5.95;1385;123789.72
1479;Chevrolet;Astro Cargo;2004;Gasolina Comum;190.0;6.0;Automático;tracao traseira;3.0;;Grande;Minivan de Carga;8.08;5.95;1385;111506.56
1480;Chevrolet;Astro Cargo;2005;Gasolina Comum;190.0;6.0;Automático;tracao traseira;3.0;;Grande;Minivan de Carga;8.5;6.38;1385;112661.17
1481;Chevrolet;Astro Cargo;2005;Gasolina Comum;190.0;6.0;Automático;tracao em todas as rodas;3.0;;Grande;Minivan de Carga;7.65;5.95;1385;124944.34
1482;Chevrolet;Astro;2003;Gasolina Comum;190.0;6.0;Automático;tracao em todas as rodas;3.0;;Grande;Minivan de Passageiros;6.8;5.1;1385;126221.79
1483;Chevrolet;Astro;2003;Gasolina Comum;190.0;6.0;Automático;tracao traseira;3.0;;Grande;Minivan de Passageiros;8.08;5.95;1385;116395.26
1484;Chevrolet;Astro;2004;Gasolina Comum;190.0;6.0;Automático;tracao em todas as rodas;3.0;;Grande;Minivan de Passageiros;6.8;5.1;1385;128702.98
1485;Chevrolet;Astro;2004;Gasolina Comum;190.0;6.0;Automático;tracao traseira;3.0;;Grande;Minivan de Passageiros;8.08;5.95;1385;118876.45
1486;Chevrolet;Astro;2005;Gasolina Comum;190.0;6.0;Automático;tracao traseira;3.0;;Grande;Minivan de Passageiros;8.5;5.95;1385;120031.07
1487;Chevrolet;Astro;2005;Gasolina Comum;190.0;6.0;Automático;tracao em todas as rodas;3.0;;Grande;Minivan de Passageiros;6.8;5.1;1385;129857.6
1488;Cadillac;ATS Coupe;2015;Flex 01 (Gasolina / Etanol);321.0;6.0;Automático;tracao traseira;2.0;Flex Fuel,Luxury,High-Performance;Pequeno;Cupê;11.9;7.65;1624;236647.42
1489;Cadillac;ATS Coupe;2015;Flex 01 (Gasolina / Etanol);321.0;6.0;Automático;tracao em todas as rodas;2.0;Flex Fuel,Luxury,High-Performance;Pequeno;Cupê;11.05;7.65;1624;246473.95
1490;Cadillac;ATS Coupe;2015;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao traseira;2.0;Luxury,Performance;Pequeno;Cupê;13.18;8.93;1624;186679.52
1491;Cadillac;ATS Coupe;2015;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao em todas as rodas;2.0;Luxury,Performance;Pequeno;Cupê;12.33;8.5;1624;198717.02
1492;Cadillac;ATS Coupe;2015;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao em todas as rodas;2.0;Luxury,Performance;Pequeno;Cupê;12.33;8.5;1624;230604.11
1493;Cadillac;ATS Coupe;2015;Flex 01 (Gasolina / Etanol);321.0;6.0;Automático;tracao em todas as rodas;2.0;Flex Fuel,Luxury,High-Performance;Pequeno;Cupê;11.05;7.65;1624;252713.8
1494;Cadillac;ATS Coupe;2015;Flex 01 (Gasolina / Etanol);321.0;6.0;Automático;tracao traseira;2.0;Flex Fuel,Luxury,High-Performance;Pequeno;Cupê;11.9;7.65;1624;221833.93
1495;Cadillac;ATS Coupe;2015;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao traseira;2.0;Luxury,Performance;Pequeno;Cupê;13.18;8.93;1624;231390.23
1496;Cadillac;ATS Coupe;2015;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao em todas as rodas;2.0;Luxury,Performance;Pequeno;Cupê;12.33;8.5;1624;236843.95
1497;Cadillac;ATS Coupe;2015;Flex 01 (Gasolina / Etanol);321.0;6.0;Automático;tracao em todas as rodas;2.0;Flex Fuel,Luxury,High-Performance;Pequeno;Cupê;11.05;7.65;1624;234608.42
1498;Cadillac;ATS Coupe;2015;Flex 01 (Gasolina / Etanol);321.0;6.0;Automático;tracao traseira;2.0;Flex Fuel,Luxury,High-Performance;Pequeno;Cupê;11.9;7.65;1624;247260.08
1499;Cadillac;ATS Coupe;2015;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao traseira;2.0;Luxury,Performance;Pequeno;Cupê;13.18;8.93;1624;205964.08
1500;Cadillac;ATS Coupe;2015;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao traseira;2.0;Luxury,Performance;Pequeno;Cupê;13.18;8.93;1624;220777.58
1501;Cadillac;ATS Coupe;2015;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao em todas as rodas;2.0;Luxury,Performance;Pequeno;Cupê;12.33;8.5;1624;218738.57
1502;Cadillac;ATS Coupe;2016;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao traseira;2.0;Luxury,Performance;Pequeno;Cupê;13.18;9.35;1624;233895.99
1503;Cadillac;ATS Coupe;2016;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao traseira;2.0;Luxury,Performance;Pequeno;Cupê;13.18;9.35;1624;205964.08
1504;Cadillac;ATS Coupe;2016;Gasolina Comum;335.0;6.0;Automático;tracao traseira;2.0;Luxury,High-Performance;Pequeno;Cupê;12.75;8.5;1624;239153.19
1505;Cadillac;ATS Coupe;2016;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao em todas as rodas;2.0;Luxury,Performance;Pequeno;Cupê;12.75;9.35;1624;239349.72
1506;Cadillac;ATS Coupe;2016;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao traseira;2.0;Luxury,Performance;Pequeno;Cupê;13.18;9.35;1624;223283.34
1507;Cadillac;ATS Coupe;2016;Gasolina Comum;335.0;6.0;Automático;tracao traseira;2.0;Luxury,High-Performance;Pequeno;Cupê;12.75;8.5;1624;221833.93
1508;Cadillac;ATS Coupe;2016;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao em todas as rodas;2.0;Luxury,Performance;Pequeno;Cupê;12.75;9.35;1624;198717.02
1509;Cadillac;ATS Coupe;2016;Gasolina Comum;335.0;6.0;Automático;tracao em todas as rodas;2.0;Luxury,High-Performance;Pequeno;Cupê;11.9;8.08;1624;234608.42
1510;Cadillac;ATS Coupe;2016;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao em todas as rodas;2.0;Luxury,Performance;Pequeno;Cupê;12.75;9.35;1624;233109.87
1511;Cadillac;ATS Coupe;2016;Gasolina Comum;335.0;6.0;Automático;tracao em todas as rodas;2.0;Luxury,High-Performance;Pequeno;Cupê;11.9;8.08;1624;248979.72
1512;Cadillac;ATS Coupe;2016;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao traseira;2.0;Luxury,Performance;Pequeno;Cupê;13.18;9.35;1624;186679.52
1513;Cadillac;ATS Coupe;2016;Gasolina Comum;335.0;6.0;Automático;tracao em todas as rodas;2.0;Luxury,High-Performance;Pequeno;Cupê;11.9;8.08;1624;255219.57
1514;Cadillac;ATS Coupe;2016;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao em todas as rodas;2.0;Luxury,Performance;Pequeno;Cupê;12.75;9.35;1624;218738.57
1515;Cadillac;ATS Coupe;2016;Gasolina Comum;335.0;6.0;Automático;tracao traseira;2.0;Luxury,High-Performance;Pequeno;Cupê;12.75;8.5;1624;249765.84
1516;Cadillac;ATS Coupe;2017;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao em todas as rodas;2.0;Luxury,Performance;Pequeno;Cupê;12.75;9.35;1624;213211.15
1517;Cadillac;ATS Coupe;2017;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao traseira;2.0;Luxury,Performance;Pequeno;Cupê;13.18;9.35;1624;184714.21
1518;Cadillac;ATS Coupe;2017;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao em todas as rodas;2.0;Luxury,Performance;Pequeno;Cupê;12.75;9.35;1624;196506.05
1519;Cadillac;ATS Coupe;2017;Gasolina Comum;335.0;6.0;Automático;tracao traseira;2.0;Luxury,High-Performance;Pequeno;Cupê;12.75;8.5;1624;243182.07
1520;Cadillac;ATS Coupe;2017;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao traseira;2.0;Luxury,Performance;Pequeno;Cupê;13.18;9.35;1624;203384.62
1521;Cadillac;ATS Coupe;2017;Gasolina Comum;335.0;6.0;Automático;tracao traseira;2.0;Luxury,High-Performance;Pequeno;Cupê;12.75;8.5;1624;230898.9
1522;Cadillac;ATS Coupe;2017;Gasolina Comum;335.0;6.0;Automático;tracao em todas as rodas;2.0;Luxury,High-Performance;Pequeno;Cupê;11.48;8.08;1624;240725.43
1523;Cadillac;ATS-V;2016;Gasolina Premium Recomendada;464.0;6.0;MANUAL;tracao traseira;2.0;Factory Tuner,Luxury,High-Performance;Pequeno;Cupê;9.78;7.23;1624;307889.77
1524;Cadillac;ATS-V;2016;Gasolina Premium Recomendada;464.0;6.0;MANUAL;tracao traseira;4.0;Factory Tuner,Luxury,High-Performance;Pequeno;Sedã;9.78;7.23;1624;297080.59
1525;Cadillac;ATS-V;2017;Gasolina Premium Recomendada;464.0;6.0;MANUAL;tracao traseira;2.0;Factory Tuner,Luxury,High-Performance;Pequeno;Cupê;9.78;6.8;1624;309019.82
1526;Cadillac;ATS-V;2017;Gasolina Premium Recomendada;464.0;6.0;MANUAL;tracao traseira;4.0;Factory Tuner,Luxury,High-Performance;Pequeno;Sedã;9.78;6.8;1624;298210.64
1527;Cadillac;ATS;2015;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao em todas as rodas;4.0;Luxury,Performance;Pequeno;Sedã;11.9;8.5;1624;203114.39
1528;Cadillac;ATS;2015;Gasolina Premium Recomendada;272.0;4.0;Automático;tracao traseira;4.0;Luxury,Performance;Pequeno;Sedã;12.75;8.93;1624;193287.86
1529;Cadillac;ATS;2015;Gasolina Comum;202.0;4.0;Automático;tracao traseira;4.0;Luxury;Pequeno;Sedã;14.03;8.93;1624;163194.11
